Adaptive Defrost,ApplStandard,Brand,CEC_,CompartGrVol,CompartNetVol,CompartType,Configuration,Country,Depth,Designation,FF Vol,FZ Vol,Group,Height,Icemaker,MEPSApproval,Model No,Family Name,N-Standard,Star2009,SRI2009,No_Doors,S-MEPS_Ad,S-MEPScutoff,Sold_in,Submit_ID,SubmitStatus,Tot Vol,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Fixed MEPS allowance factor,Variable MEPS allowance factor,Adjusted volume,Type,Star Rating (old),Star Image Large,Star Image Small,Registration Number
Yes,AS/NZS 4474.2:2001 (Legacy),LG,680,"228.0,353.0",-,"Freezer,Fresh Food",Side by Side,South Korea,725.0,Refrigerator/Freezer,N/A,N/A,5S,1750.0,No,MEPS 2005 (table 3a),GR-B197GVQ,,AS/NZS 4474.1:2007/Amdt 1:2008,1.5,1.9477,-,-,724.824,"Australia,New Zealand",19029,Superseded,N/A,890.0,,2010-03-31,Class 7,Unavailable,,,569.0,0.169,717.8,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ZRF0050
No,AS/NZS 4474.2:2001 (Legacy),LG,710,"225.0,369.0",-,"Freezer,Fresh Food",Side by Side,South Korea,755.0,Refrigerator/Freezer,N/A,N/A,5S,1750.0,Yes,MEPS 2005 (table 3a),GR-L207GTZ,,AS/NZS 4474.1:2007/Amdt 1:2008,1.5,1.8154,-,-,812.201,"Australia,New Zealand",19037,Superseded,N/A,890.0,,2010-03-31,Class 7,Unavailable,,,569.0,0.169,729.0,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ZRF0049
No,AS/NZS 4474.2:2001 (Legacy),LG,710,"225.0,369.0",-,"Freezer,Fresh Food",Side by Side,South Korea,755.0,Refrigerator/Freezer,N/A,N/A,5S,1750.0,Yes,MEPS 2005 (table 3a),GR-L207GVZ,,AS/NZS 4474.1:2007/Amdt 1:2008,1.5,1.8154,-,-,812.201,"Australia,New Zealand",19037,Superseded,N/A,890.0,,2010-03-31,Class 7,Unavailable,,,569.0,0.169,729.0,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ZRF0049
No,AS/NZS 4474.2:2001 (Legacy),LG,710,"225.0,369.0",-,"Freezer,Fresh Food",Side by Side,South Korea,755.0,Refrigerator/Freezer,N/A,N/A,5S,1750.0,Yes,MEPS 2005 (table 3a),GR-L207MGZ,,AS/NZS 4474.1:2007/Amdt 1:2008,1.5,1.8154,-,-,812.201,"Australia,New Zealand",19037,Superseded,N/A,890.0,,2010-03-31,Class 7,Unavailable,,,569.0,0.169,729.0,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ZRF0049
No,AS/NZS 4474.2:2001 (Legacy),LG,710,"225.0,369.0",-,"Freezer,Fresh Food",Side by Side,South Korea,755.0,Refrigerator/Freezer,N/A,N/A,5S,1750.0,Yes,MEPS 2005 (table 3a),GR-L207MSZ,,AS/NZS 4474.1:2007/Amdt 1:2008,1.5,1.8154,-,-,812.201,"Australia,New Zealand",19037,Superseded,N/A,890.0,,2010-03-31,Class 7,Unavailable,,,569.0,0.169,729.0,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ZRF0049
No,AS/NZS 4474.2:2001 (Legacy),TRIESTE,358,"126.9,53.7","126.8,42.5","Fresh Food,Freezer",Upright,China,555.0,Refrigerator/Freezer,N/A,N/A,5T,1395.0,No,MEPS 2005 (table 3a),TR-22WR4HC,,AS/NZS 4474.1:2007/Amdt 1:2008,2.0,2.0361,-,-,386.977,New Zealand,19543,Superseded,N/A,490.0,,2010-03-31,Class 5,Unavailable,,,311.0,0.357,212.82,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0051
No,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,279,"51.0,5.0","43.0,4.0","Fresh Food,Ice making",Upright,China,501.0,Refrigerator,N/A,N/A,2,492.0,No,MEPS 2005 (table 3a),FAU50,,AS/NZS 4474.1:2007/Amdt 1:2008,1.0,0.7309,-,-,305.53,New Zealand,19616,Superseded,N/A,480.0,,2010-03-31,Class 2,Unavailable,,,289.0,0.29,57.0,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ZRF0056
No,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,252,"62.0,6.0","59.0,5.0","Fresh Food,Ice making",Upright,China,470.0,Refrigerator,N/A,N/A,2,636.0,No,MEPS 2005 (table 3a),FAU80,,AS/NZS 4474.1:2007/Amdt 1:2008,1.0,1.2409,-,-,309.068,New Zealand,19919,Superseded,N/A,474.0,,2010-03-31,Class 2,Unavailable,,,289.0,0.29,69.2,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ZRF0055
Yes,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,819,"454.8,286.1","448.9,248.6","Fresh Food,Freezer",Side by Side,United States of America,-,Refrigerator/Freezer,N/A,N/A,5S,-,Yes,MEPS 2005 (table 3a),XRSS687,,AS/NZS 4474.1:2007/Amdt 1:2008,1.5,1.7524,-,-,879.391,New Zealand,19936,Superseded,N/A,-,,2010-03-31,Class 7,Unavailable,,,569.0,0.169,912.6,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ZRF0054
Yes,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,835,"387.5,238.6","381.7,204.7","Fresh Food,Freezer",Side by Side,United States of America,-,Refrigerator/Freezer,N/A,N/A,5S,-,Yes,MEPS 2005 (table 3a),XRSS264,,AS/NZS 4474.1:2007/Amdt 1:2008,1.0,1.3096,-,-,853.962,New Zealand,19944,Superseded,N/A,-,,2010-03-31,Class 7,Unavailable,,,569.0,0.169,769.3,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ZRF0053
Yes,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,835,"387.5,238.6","381.7,204.7","Fresh Food,Freezer",Side by Side,United States of America,-,Refrigerator/Freezer,N/A,N/A,5S,-,Yes,MEPS 2005 (table 3a),XRSS267,,AS/NZS 4474.1:2007/Amdt 1:2008,1.0,1.3096,-,-,853.962,New Zealand,19944,Superseded,N/A,-,,2010-03-31,Class 7,Unavailable,,,569.0,0.169,769.3,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ZRF0053
No,AS/NZS 4474.2:2001 (Legacy),BAUMATIC,313,"100.0,15.0","98.0,14.0","Fresh Food,Ice making",Upright,China,460.0,Refrigerator,N/A,N/A,2,725.0,No,MEPS 2005 (table 3a),BKF150SS,,AS/NZS 4474.1:2007/Amdt 1:2008,1.0,0.8092,-,-,323.22,New Zealand,20354,Superseded,N/A,415.0,,2010-03-31,Class 2,Unavailable,http://www.applico.co.nz/,,289.0,0.29,118.0,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ZRF0095
No,AS/NZS 4474.2:2001 (Legacy),BAUMATIC,313,"100.0,15.0","98.0,14.0","Fresh Food,Ice making",Upright,China,460.0,Refrigerator,N/A,N/A,2,725.0,No,MEPS 2005 (table 3a),BKF150W,,AS/NZS 4474.1:2007/Amdt 1:2008,1.0,0.8092,-,-,323.22,New Zealand,20354,Superseded,N/A,415.0,,2010-03-31,Class 2,Unavailable,http://www.applico.co.nz/,,289.0,0.29,118.0,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ZRF0095
No,AS/NZS 4474.2:2001 (Legacy),BAUMATIC,313,"100.0,15.0","98.0,14.0","Fresh Food,Ice making",Upright,China,460.0,Refrigerator,N/A,N/A,2,725.0,No,MEPS 2005 (table 3a),CLFRSS,,AS/NZS 4474.1:2007/Amdt 1:2008,1.0,0.8092,-,-,323.22,New Zealand,20354,Superseded,N/A,415.0,,2010-03-31,Class 2,Unavailable,http://www.applico.co.nz/,,289.0,0.29,118.0,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ZRF0095
No,AS/NZS 4474.2:2001 (Legacy),BAUMATIC,313,"100.0,15.0","98.0,14.0","Fresh Food,Ice making",Upright,China,460.0,Refrigerator,N/A,N/A,2,725.0,No,MEPS 2005 (table 3a),CLFRW,,AS/NZS 4474.1:2007/Amdt 1:2008,1.0,0.8092,-,-,323.22,New Zealand,20354,Superseded,N/A,415.0,,2010-03-31,Class 2,Unavailable,http://www.applico.co.nz/,,289.0,0.29,118.0,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ZRF0095
No,AS/NZS 4474.2:2001 (Legacy),BAUMATIC,299,115.0,113.0,Fresh Food,Upright,China,460.0,Cooled appliance,N/A,N/A,1,725.0,No,MEPS 2005 (table 3a),BL150,,AS/NZS 4474.1:2007/Amdt 1:2008,1.0,0.9627,-,-,316.525,New Zealand,20367,Superseded,N/A,415.0,,2010-03-31,Class 1,Unavailable,http://www.applico.co.nz/,,278.0,0.335,115.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ZRF0058
No,AS/NZS 4474.2:2001 (Legacy),TRIESTE,292,108.41,105.9,Fresh Food,Upright,China,494.0,Refrigerator,N/A,N/A,1,865.0,No,MEPS 2005 (table 3a),TR-14DR4HAS,,AS/NZS 4474.1:2007/Amdt 1:2008,1.0,1.0049,-,-,314.317,New Zealand,21162,Superseded,N/A,504.0,,2010-03-31,Class 1,Unavailable,,,278.0,0.335,108.41,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ZRF0061
No,AS/NZS 4474.2:2001 (Legacy),TRIESTE,421,"219.7,89.7","208.7,70.5","Fresh Food,Freezer",Upright,China,674.0,Refrigerator/Freezer,N/A,N/A,5T,1512.0,No,MEPS 2005 (table 3a),TRD-36,,AS/NZS 4474.1:2007/Amdt 1:2008,2.0,2.399,-,-,440.662,New Zealand,21288,Superseded,N/A,595.0,,2010-03-31,Class 5,Unavailable,,,311.0,0.357,363.2,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0062
Yes,AS/NZS 4474.2:2001 (Legacy),NOUVEAU,488,"130.0,255.0",-,"Freezer,Fresh Food",Upright,Thailand,688.0,Refrigerator/Freezer,N/A,N/A,5T,1591.0,No,MEPS 2005 (table 3a),NV-385R,,AS/NZS 4474.1:2007/Amdt 1:2008,2.0,2.3193,-,-,500.106,New Zealand,21651,Superseded,N/A,685.0,,2010-03-31,Class 5,Unavailable,,,311.0,0.357,463.0,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0063
Yes,AS/NZS 4474.2:2001 (Legacy),NOUVEAU,488,"130.0,255.0",-,"Freezer,Fresh Food",Upright,Thailand,688.0,Refrigerator/Freezer,N/A,N/A,5T,1591.0,No,MEPS 2005 (table 3a),NV-385R-ST-A,,AS/NZS 4474.1:2007/Amdt 1:2008,2.0,2.3193,-,-,500.106,New Zealand,21651,Superseded,N/A,685.0,,2010-03-31,Class 5,Unavailable,,,311.0,0.357,463.0,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0063
Yes,AS/NZS 4474.2:2001 (Legacy),NOUVEAU,488,"130.0,255.0",-,"Freezer,Fresh Food",Upright,Thailand,688.0,Refrigerator/Freezer,N/A,N/A,5T,1591.0,No,MEPS 2005 (table 3a),NV-385R-W-A,,AS/NZS 4474.1:2007/Amdt 1:2008,2.0,2.3193,-,-,500.106,New Zealand,21651,Superseded,N/A,685.0,,2010-03-31,Class 5,Unavailable,,,311.0,0.357,463.0,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0063
No,AS/NZS 4474.2:2001 (Legacy),GRAM,217,205.0,203.0,Fresh Food,Upright,"Denmark,Poland",600.0,Refrigerator,N/A,N/A,1,1220.0,No,MEPS 2005 (table 3a),KS220,,AS/NZS 4474.1:2007/Amdt 1:2008,2.5,2.7356,-,-,346.675,New Zealand,22083,Superseded,N/A,560.0,,2010-03-31,Class 1,Unavailable,,,278.0,0.335,205.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0068
No,AS/NZS 4474.2:2001 (Legacy),GRAM,243,286.0,280.0,Fresh Food,Upright,"Denmark,Poland",600.0,Refrigerator,N/A,N/A,1,1550.0,No,MEPS 2005 (table 3a),KS290,,AS/NZS 4474.1:2007/Amdt 1:2008,2.5,2.6797,-,-,373.81,New Zealand,22085,Superseded,N/A,600.0,,2010-03-31,Class 1,Unavailable,,,278.0,0.335,286.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0067
No,AS/NZS 4474.2:2001 (Legacy),GRAM,257,354.0,346.0,Fresh Food,Upright,"Denmark,Poland",600.0,Refrigerator,N/A,N/A,1,1850.0,No,MEPS 2005 (table 3a),KS360,,AS/NZS 4474.1:2007/Amdt 1:2008,2.5,2.7318,-,-,396.59,New Zealand,22086,Superseded,N/A,600.0,,2010-03-31,Class 1,Unavailable,,,278.0,0.335,354.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0066
No,AS/NZS 4474.2:2001 (Legacy),GRAM,307,388.0,380.0,Fresh Food,Upright,,600.0,Refrigerator,N/A,N/A,1,2000.0,No,MEPS 2005 (table 3a),KS390,,AS/NZS 4474.1:2007/Amdt 1:2008,2.0,2.1722,-,-,407.98,New Zealand,22087,Superseded,N/A,600.0,,2010-03-31,Class 1,Unavailable,,,278.0,0.335,388.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0071
No,AS/NZS 4474.2:2001 (Legacy),GRAM,381,"178.0,133.0","170.0,112.0","Fresh Food,Freezer",Upright,"Denmark,Poland",600.0,Refrigerator/Freezer,N/A,N/A,4,1850.0,No,MEPS 2005 (table 3a),KF310,,AS/NZS 4474.1:2007,2.5,2.9242,-,-,406.03,New Zealand,22094,Superseded,N/A,600.0,,2010-03-31,Class 4,Unavailable,,,277.0,0.33,391.0,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0092
No,AS/NZS 4474.2:2001 (Legacy),GRAM,341,"226.0,92.0","219.0,76.0","Fresh Food,Freezer",Upright,"Denmark,Poland",600.0,Refrigerator/Freezer,N/A,N/A,4,1850.0,No,MEPS 2005 (table 3a),KF320,,AS/NZS 4474.1:2007/Amdt 1:2008,3.0,3.2569,-,-,400.09,New Zealand,22095,Superseded,N/A,600.0,,2010-03-31,Class 4,Unavailable,,,277.0,0.33,373.0,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ZRF0070
No,AS/NZS 4474.2:2001 (Legacy),GRAM,399,"238.0,111.0","230.0,90.0","Fresh Food,Freezer",Upright,"Denmark,Poland",600.0,Refrigerator/Freezer,N/A,N/A,4,2000.0,No,MEPS 2005 (table 3a),KF350,,AS/NZS 4474.1:2007/Amdt 1:2008,2.5,2.8692,-,-,414.28,New Zealand,22096,Superseded,N/A,600.0,,2010-03-31,Class 4,Unavailable,,,277.0,0.33,416.0,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0072
No,AS/NZS 4474.2:2001 (Legacy),GRAM,273,165.0,143.0,Freezer,Upright,"Denmark,Poland",600.0,Freezer,N/A,N/A,6U,1220.0,No,MEPS 2005 (table 3a),FS170,,AS/NZS 4474.1:2007,3.0,3.0376,-,-,359.672,"Fiji,New Zealand",22097,Superseded,N/A,560.0,,2010-03-31,Class 9,Unavailable,,,281.0,0.298,264.0,6U,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ZRF0112
No,AS/NZS 4474.2:2001 (Legacy),GRAM,306,230.0,202.0,Freezer,Upright,"Denmark,Poland",600.0,Freezer,N/A,N/A,6U,1550.0,No,MEPS 2005 (table 3a),FS230,,AS/NZS 4474.1:2007,3.0,3.193,-,-,390.664,"Fiji,New Zealand",22098,Superseded,N/A,600.0,,2010-03-31,Class 9,Unavailable,,,281.0,0.298,368.0,6U,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ZRF0104
No,AS/NZS 4474.2:2001 (Legacy),GRAM,369,287.0,256.0,Freezer,Upright,"Denmark,Poland",600.0,Freezer,N/A,N/A,6U,1850.0,No,MEPS 2005 (table 3a),FS290,,AS/NZS 4474.1:2007,2.5,2.8948,-,-,417.782,"Fiji,New Zealand",22099,Superseded,N/A,600.0,,2010-03-31,Class 9,Unavailable,,,281.0,0.298,459.0,6U,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0103
No,AS/NZS 4474.2:2001 (Legacy),GRAM,386,315.0,275.0,Freezer,Upright,"Denmark,Poland",600.0,Freezer,N/A,N/A,6U,2000.0,No,MEPS 2005 (table 3a),FS320,,AS/NZS 4474.1:2007,2.5,2.9042,-,-,431.192,"Fiji,New Zealand",22100,Superseded,N/A,600.0,,2010-03-31,Class 9,Unavailable,,,281.0,0.298,504.0,6U,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0101
Yes,AS/NZS 4474.2:2001 (Legacy),SMEG,871,"310.0,430.0","200.0,420.0","Freezer,Fresh Food",Side by Side,Italy,770.0,Refrigerator/Freezer,N/A,N/A,5S,1884.0,Yes,MEPS 2005 (table 3a),FA720X,,AS/NZS 4474.1:2007/Amdt 1:2008,1.5,1.558,-,-,882.478,New Zealand,22122,Superseded,N/A,905.0,,2010-03-31,Class 7,Unavailable,http://www.applico.co.nz/,,569.0,0.169,930.0,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ZRF0065
No,AS/NZS 4474.2:2001 (Legacy),SAMSUNG,368,"162.0,66.0","152.0,51.0","Fresh Food,Freezer",Upright,Thailand,-,Refrigerator/Freezer,N/A,N/A,5T,-,No,MEPS 2005 (table 3a),SR-24NMES,,AS/NZS 4474.1:2007/Amdt 1:2008,2.0,2.3398,-,-,406.533,New Zealand,22421,Superseded,N/A,-,,2010-03-31,Class 5,Unavailable,,,311.0,0.357,267.6,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0069
Yes,AS/NZS 4474.2:2001 (Legacy),TRIESTE,403,"158.23,80.93","152.0,66.0","Fresh Food,Freezer",Upright,China,703.0,Refrigerator/Freezer,N/A,N/A,5T,1650.0,No,MEPS 2005 (table 3a),RD-28WR4HGE,,AS/NZS 4474.1:2007/Amdt 1:2008,2.0,2.1282,-,-,434.402,New Zealand,23293,Superseded,N/A,613.0,,2010-03-31,Class 5,Unavailable,,,311.0,0.357,287.72,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0073
No,AS/NZS 4474.2:2001 (Legacy),SAMSUNG,349,"143.0,67.0","133.0,52.0","Fresh Food,Freezer",Upright,Thailand,-,Refrigerator/Freezer,N/A,N/A,5T,-,No,MEPS 2005 (table 3a),SR211NTS,,AS/NZS 4474.1:2007/Amdt 1:2008,2.0,2.4205,-,-,400.321,New Zealand,23680,Superseded,N/A,-,,2010-03-31,Class 5,Unavailable,,,311.0,0.357,250.2,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0075
No,AS/NZS 4474.2:2001 (Legacy),SAMSUNG,368,"162.0,66.0","152.0,51.0","Fresh Food,Freezer",Upright,Thailand,-,Refrigerator/Freezer,N/A,N/A,5T,-,No,MEPS 2005 (table 3a),SR229NTS,,AS/NZS 4474.1:2007/Amdt 1:2008,2.0,2.3398,-,-,406.533,New Zealand,23682,Superseded,N/A,-,,2010-03-31,Class 5,Unavailable,,,311.0,0.357,267.6,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0074
No,AS/NZS 4474.2:2001 (Legacy),INDESIT,249,102.0,78.0,Freezer,Upright,Italy,568.0,Freezer,N/A,N/A,6U,545.0,No,MEPS 2005 (table 3a),TZA 1 34583,,AS/NZS 4474.1:2007/Amdt 1:2008,2.5,2.5648,-,-,328.68,New Zealand,24080,Superseded,N/A,835.0,,2010-03-31,Class 9,Unavailable,,,281.0,0.298,160.0,6U,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0076
No,AS/NZS 4474.2:2001 (Legacy),ELCOLD,182,130.0,130.0,Freezer,Chest,Denmark,-,Freezer,N/A,N/A,6C,860.0,No,MEPS 2005 (table 3a),EL11 XLE,,AS/NZS 4474.1:2007,4.0,4.1814,-,-,290.464,"Fiji,New Zealand",24754,Superseded,N/A,720.0,,2010-03-31,Class 8,Unavailable,,,190.0,0.483,208.0,6C,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ZRF0096
No,AS/NZS 4474.2:2001 (Legacy),ELCOLD,280,227.0,227.0,Freezer,Chest,Denmark,-,Freezer,N/A,N/A,6C,860.0,No,MEPS 2005 (table 3a),21 XLE,,AS/NZS 4474.1:2007/Amdt 1:2008,3.5,3.5074,-,-,365.329,"Fiji,New Zealand",24755,Superseded,N/A,1050.0,,2010-03-31,Class 8,Unavailable,,,190.0,0.483,363.0,6C,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ZRF0077
No,AS/NZS 4474.2:2001 (Legacy),ELCOLD,306,301.0,301.0,Freezer,Chest,Denmark,-,Freezer,N/A,N/A,6C,860.0,No,MEPS 2005 (table 3a),EL31 XLE,,AS/NZS 4474.1:2007/Amdt 1:2008,3.5,3.7058,-,-,422.806,"Fiji,New Zealand",24759,Superseded,N/A,1300.0,,2010-03-31,Class 8,Unavailable,,,190.0,0.483,482.0,6C,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ZRF0097
No,AS/NZS 4474.2:2001 (Legacy),ELCOLD,325,360.0,360.0,Freezer,Chest,Denmark,730.0,Freezer,N/A,N/A,6C,860.0,No,MEPS 2005 (table 3a),EL41 XLE,,AS/NZS 4474.1:2007/Amdt 1:2008,3.5,3.8265,-,-,468.208,"Fiji,New Zealand",24760,Superseded,N/A,1500.0,,2010-03-31,Class 8,Unavailable,,,190.0,0.483,576.0,6C,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ZRF0100
No,AS/NZS 4474.2:2001 (Legacy),ELCOLD,346,418.0,418.0,Freezer,Chest,Denmark,730.0,Freezer,N/A,N/A,6C,860.0,No,MEPS 2005 (table 3a),EL51 XLE,,AS/NZS 4474.1:2007,3.5,3.8893,-,-,513.127,"Fiji,New Zealand",24761,Superseded,N/A,1700.0,,2010-03-31,Class 8,Unavailable,,,190.0,0.483,669.0,6C,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ZRF0111
